"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"1294958","167663","1312","0.001","6","1","0","0.001","","",""
"1294959","167663","1315","3.601","6","1","2.252","4.845","","",""
"1294960","167663","1316","1.95","6","1","1.263","2.807","","",""
"1294961","167663","1317","0.002","6","1","0.001","0.002","","",""
"1294962","167663","1165","0.083","3","1","0.02","0.15","","",""
"1294963","167663","1166","0.087","3","1","0.07","0.11","","",""
"1294964","167663","1178","0.28","3","1","0.19","0.37","","",""
"1294965","167663","1185","1.1","3","1","0.4","2.2","","",""
"1294966","167663","1323","0.029","6","1","0.018","0.043","","",""
"1294967","167663","1329","0.064","0","49","","","","",""
"1294968","167663","1333","0","6","1","0","0","","",""
"1294969","167663","1404","0.087","6","1","0.052","0.106","","",""
"1294970","167663","1405","0.007","6","1","0.004","0.01","","",""
"1294971","167663","1411","0.012","6","1","0.008","0.015","","",""
"1294972","167663","2000","1.45","6","1","1.14","2","","",""
"1294973","167663","1087","49","6","1","25","87","","",""
"1294974","167663","1092","255","6","1","194","329","","",""
"1294975","167663","1095","1.62","6","1","1.22","1.91","","",""
"1294976","167663","1103","17.8","3","1","12.6","24.3","","",""
"1294977","167663","1109","0.35","3","1","0.19","0.48","","",""
"1294978","167663","1125","0.02","3","1","0.01","0.02","","",""
"1294979","167663","1126","1.28","3","1","1.03","1.66","","",""
"1294980","167663","1128","0.08","3","1","0.07","0.11","","",""
"1294981","167663","1129","0.01","3","1","0","0.02","","",""
"1294982","167663","1167","2.373","3","1","2.02","2.69","","",""
"1294983","167663","1170","0.64","3","1","0.55","0.82","","",""
"1294984","167663","1175","0.23","3","1","0.179","0.285","","",""
"1294985","167663","1180","38.4","0","","","","","",""
"1294986","167663","1183","2.9","3","1","1.3","5.8","","",""
"1294987","167663","1198","6.1","1","1","","","","",""
"1294988","167663","1212","0.456","0","1","","","","",""
"1294989","167663","1213","0.976","0","1","","","","",""
"1294990","167663","1214","0.784","0","1","","","","",""
"1294991","167663","1216","0.133","0","1","","","","",""
"1294992","167663","1219","0.531","0","1","","","","",""
"1294993","167663","1220","0.669","0","1","","","","",""
"1294994","167663","1221","0.354","0","1","","","","",""
"1294995","167663","1223","0.99","0","1","","","","",""
"1294996","167663","1227","0.463","0","1","","","","",""
"1294997","167663","1259","0.009","6","1","0.001","0.041","","",""
"1294998","167663","1260","0.007","6","1","0.001","0.033","","",""
"1294999","167663","1262","0.017","6","1","0.008","0.055","","",""
"1295000","167663","1265","1.985","6","1","1.274","2.869","","",""
"1295001","167663","1266","0.919","6","1","0.588","1.391","","",""
"1295002","167663","1267","0.02","6","1","0.012","0.026","","",""
"1295003","167663","1268","3.661","6","","2.269","4.985","","",""
"1295004","167663","1269","1.986","6","","1.277","2.847","","",""
"1295005","167663","1270","0.09","6","","0.054","0.11","","",""
"1295006","167663","1271","0.042","6","1","0.027","0.053","","",""
"1295007","167663","1276","0","6","1","0","0","","",""
"1295008","167663","1277","0.069","6","1","0.042","0.091","","",""
"1295009","167663","1279","0.002","6","","0.001","0.002","","",""
"1295010","167663","1292","3.964","0","49","","","","",""
"1295011","167663","1293","2.205","0","49","","","","",""
"1295012","167663","1299","0.009","6","1","0.004","0.026","","",""
"1295013","167663","1304","0.06","6","1","0.017","0.14","","",""
"1295014","167663","1305","0","6","1","0","0","","",""
"1295015","167663","1306","0.019","6","1","0.008","0.034","","",""
"1295016","167663","1311","0.017","6","1","0.006","0.038","","",""
"1295017","167663","1313","0.045","6","1","0.03","0.062","","",""
"1295018","167663","1314","0.194","6","1","0.115","0.266","","",""
"1295019","167663","1321","0.003","6","1","0.001","0.005","","",""
"1295020","167663","1004","10.43","6","1","6.66","14.39","","",""
"1295021","167663","1005","23.02","0","49","","","","",""
"1295022","167663","1008","232","0","49","","","","",""
"1295023","167663","1010","0.38","6","1","0.19","0.5","","",""
"1295024","167663","1011","0.34","6","1","0.19","0.48","","",""
"1295025","167663","1014","0.39","6","1","0.19","1.04","","",""
"1295026","167663","1051","53.12","6","1","45.02","59.16","","",""
"1295027","167663","1325","0.017","6","","0.011","0.025","","",""
"1295028","167663","1331","0.019","0","49","","","","",""
"1295029","167663","1406","0.01","6","1","0.006","0.015","","",""
"1295030","167663","1110","28","0","58","","","","",""
"1295031","167663","1123","26","0","58","","","","",""
"1295032","167663","1242","0","0","68","","","","",""
"1295033","167663","1186","0","0","58","","","","",""
"1295034","167663","1190","4","0","49","","","","",""
"1295035","167663","1057","0","0","68","","","","",""
"1295036","167663","1058","0","0","68","","","","",""
"1295037","167663","1018","0","0","68","","","","",""
"1295038","167663","1246","0","0","68","","","","",""
"1295039","167663","1162","0.1","0","58","","","","",""
"1295040","167663","1106","10","0","49","","","","",""
"1295041","167663","1107","35","0","58","","","","",""
"1295042","167663","1108","0","0","58","","","","",""
"1295043","167663","1114","0.7","0","58","","","","",""
"1295044","167663","1120","0","0","58","","","","",""
"1295045","167663","1122","752","0","58","","","","",""
"1295046","167663","1104","84","0","49","","","","",""
"1295047","167663","1187","4","0","58","","","","",""
"1295048","167663","1177","4","0","58","","","","",""
"1295049","167664","1186","0","0","58","","","","",""
"1295050","167664","1190","1","0","49","","","","",""
"1295051","167664","1110","18","0","58","","","","",""
"1295052","167664","1162","0.2","0","58","","","","",""
"1295053","167664","1246","0","0","68","","","","",""
"1295054","167664","1253","17","0","58","","","","",""
"1295055","167664","1104","43","0","49","","","","",""
"1295056","167664","1105","0","0","58","","","","",""
"1295057","167664","1106","2","0","49","","","","",""
"1295058","167664","1114","0.4","0","58","","","","",""
"1295059","167664","1177","1","0","58","","","","",""
"1295060","167664","1178","0","0","58","","","","",""
"1295061","167664","1187","1","0","58","","","","",""
"1295062","167664","1198","1.7","1","1","","","","",""
"1295063","167664","1212","0.128","0","1","","","","",""
"1295064","167664","1213","0.39","0","1","","","","",""
"1295065","167664","1214","0.148","0","1","","","","",""
"1295066","167664","1216","0.049","0","1","","","","",""
"1295067","167664","1219","0.174","0","1","","","","",""
"1295068","167664","1220","0.128","0","1","","","","",""
"1295069","167664","1221","0.092","0","1","","","","",""
"1295070","167664","1223","0.264","0","1","","","","",""
"1295071","167664","1227","0.18","0","1","","","","",""
"1295072","167664","1004","7.21","6","1","5.68","9.81","","",""
"1295073","167664","1005","26.68","0","49","","","","",""
"1295074","167664","1008","186","0","49","","","","",""
"1295075","167664","1010","6.23","6","1","3.12","13.29","","",""
"1295076","167664","1011","0.61","6","1","0.28","1.21","","",""
"1295077","167664","1014","0","6","1","0","0","","",""
"1295078","167664","1051","61.32","6","1","54.6","66.47","","",""
"1295079","167664","2000","7.42","6","1","3.87","14.45","","",""
"1295080","167664","1087","24","6","1","4","84","","",""
"1295081","167664","1092","186","6","1","145","228","","",""
"1295082","167664","1095","0.62","6","1","0.47","0.74","","",""
"1295083","167664","1103","2.5","3","1","2.2","3.2","","",""
"1295084","167664","1109","0.45","3","1","0.4","0.55","","",""
"1295085","167664","1123","145","3","1","16","387","","",""
"1295086","167664","1125","0.04","3","1","0.01","0.06","","",""
"1295087","167664","1126","2.63","3","1","1.45","3.57","","",""
"1295088","167664","1128","0.31","3","1","0.2","0.41","","",""
"1295089","167664","1129","0.03","3","1","0.01","0.05","","",""
"1295090","167664","1167","1.317","3","1","1.19","1.45","","",""
"1295091","167664","1170","0.343","3","1","0.3","0.38","","",""
"1295092","167664","1175","0.176","3","1","0.137","0.197","","",""
"1295093","167664","1180","24.2","0","","","","","",""
"1295094","167664","1183","0.9","2","1","0.1","1.8","","",""
"1295095","167664","1259","0.031","6","1","0.001","0.153","","",""
"1295096","167664","1260","0.023","6","1","0","0.12","","",""
"1295097","167664","1262","0.033","6","1","0.002","0.161","","",""
"1295098","167664","1265","1.682","6","1","0.773","2.912","","",""
"1295099","167664","1266","0.565","6","1","0.355","0.894","","",""
"1295100","167664","1267","0.022","6","1","0.016","0.026","","",""
"1295101","167664","1268","2.322","6","","1.51","3.25","","",""
"1295102","167664","1269","1.435","6","","0.908","2.969","","",""
"1295103","167664","1270","0.102","6","","0.028","0.248","","",""
"1295104","167664","1271","0.004","6","1","0.001","0.014","","",""
"1295105","167664","1276","0","6","1","0","0","","",""
"1295106","167664","1277","0.025","6","1","0.014","0.059","","",""
"1295107","167664","1279","0.002","6","","0","0.006","","",""
"1295108","167664","1292","2.437","0","49","","","","",""
"1295109","167664","1293","1.548","0","49","","","","",""
"1295110","167664","1299","0.018","6","1","0.002","0.06","","",""
"1295111","167664","1304","0.304","6","1","0.042","0.871","","",""
"1295112","167664","1305","0.001","6","1","0","0.003","","",""
"1295113","167664","1306","0.053","6","1","0.028","0.095","","",""
"1295114","167664","1311","0.013","6","1","0.001","0.042","","",""
"1295115","167664","1313","0.003","6","1","0.001","0.009","","",""
"1295116","167664","1314","0.054","6","1","0.007","0.144","","",""
"1295117","167664","1321","0.001","6","1","0","0.004","","",""
"1295118","167664","1325","0.002","6","","0","0.01","","",""
"1295119","167664","1331","0.053","0","49","","","","",""
"1295120","167664","1406","0.002","6","1","0","0.009","","",""
"1295121","167664","1165","0.043","3","1","0.04","0.05","","",""
"1295122","167664","1166","0.053","3","1","0.03","0.08","","",""
"1295123","167664","1107","23","3","1","2","38","","",""
"1295124","167664","1108","1","3","1","0","3","","",""
"1295125","167664","1184","2.8","1","1","","","","",""
"1295126","167664","1185","5.4","3","1","1.1","11.9","","",""
"1295127","167664","1120","4","3","1","1","10","","",""
"1295128","167664","1122","0","3","1","0","0","","",""
"1295129","167664","1127","0.55","3","1","0.04","1.01","","",""
"1295130","167664","1130","0.5","3","1","0.4","0.56","","",""
"1295131","167664","1131","0.02","3","1","0","0.04","","",""
"1295132","167664","1210","0.034","0","1","","","","",""
"1295133","167664","1211","0.126","0","1","","","","",""
"1295134","167664","1215","0.067","0","1","","","","",""
"1295135","167664","1217","0.156","0","1","","","","",""
"1295136","167664","1218","0.109","0","1","","","","",""
"1295137","167664","1222","0.231","0","1","","","","",""
"1295138","167664","1224","0.681","0","1","","","","",""
"1295139","167664","1225","0.107","0","1","","","","",""
"1295140","167664","1226","0.292","0","1","","","","",""
"1295141","167664","1257","0.365","0","49","","","","",""
"1295142","167664","1258","2.629","0","49","","","","",""
"1295143","167664","1261","0.015","6","1","0.001","0.072","","",""
"1295144","167664","1263","0.038","6","1","0.002","0.176","","",""
"1295145","167664","1264","0.159","6","1","0.008","0.588","","",""
"1295146","167664","1272","0","6","1","0","0","","",""
"1295147","167664","1273","0.012","6","1","0.006","0.024","","",""
"1295148","167664","1274","0.015","6","1","0","0.046","","",""
"1295149","167664","1275","0.061","6","","0.008","0.158","","",""
"1295150","167664","1278","0.001","6","1","0.001","0.003","","",""
"1295151","167664","1280","0.001","6","1","0","0.004","","",""
"1295152","167664","1300","0.025","6","1","0.007","0.066","","",""
"1295153","167664","1301","0.007","6","1","0.004","0.01","","",""
"1295154","167664","1303","0.007","6","1","0.001","0.022","","",""
"1295155","167664","1312","0","6","1","0","0.001","","",""
"1295156","167664","1315","2.018","6","1","1.468","2.962","","",""
"1295157","167664","1316","1.369","6","1","0.818","2.878","","",""
"1295158","167664","1317","0.001","6","1","0","0.003","","",""
"1295159","167664","1323","0.012","6","1","0.003","0.039","","",""
"1295160","167664","1329","0.312","0","49","","","","",""
"1295161","167664","1333","0","6","1","0","0.001","","",""
"1295162","167664","1404","0.102","6","1","0.028","0.248","","",""
"1295163","167664","1405","0","6","1","0","0.001","","",""
"1295164","167664","1411","0.001","6","1","0","0.003","","",""
"1295165","167664","1062","776","0","49","","","","",""
"1295166","167664","1075","0","6","1","0","0","","",""
"1295167","167664","1079","3.2","6","1","2.4","3.8","","",""
"1295168","167664","1089","0.53","6","1","0.3","0.79","","",""
"1295169","167664","1090","29","6","1","22","35","","",""
"1295170","167664","1091","93","6","1","79","108","","",""
"1295171","167664","1093","277","6","1","170","390","","",""
"1295172","167664","1098","0.028","6","1","0.019","0.056","","",""
"1295173","167664","1101","0.214","6","1","0.178","0.292","","",""
"1295174","167664","1003","3.48","6","1","2.56","4.25","","",""
"1295175","167664","1007","1.31","6","1","0.97","1.55","","",""
"1295176","167664","1009","13.83","6","1","6.1","19.5","","",""
"1295177","167664","1012","0.57","6","1","0.31","0.9","","",""
"1295178","167664","1013","0","6","1","0","0","","",""
"1295179","167664","1018","0","0","68","","","","",""
"1295180","167664","1057","0","0","68","","","","",""
"1295181","167664","1058","0","0","68","","","","",""
"1295182","167664","1242","0","0","68","","","","",""
"1295183","167665","1003","3.28","12","1","2.69","3.69","","",""
"1295184","167665","1007","1.72","12","1","1.06","2.44","","",""
"1295185","167665","1009","27.55","6","1","25.6","29.1","","",""
"1295186","167665","1012","0.42","6","1","0.32","0.64","","",""
"1295187","167665","1013","0","6","1","0","0","","",""
"1295188","167665","1062","776","0","49","","","","",""
"1295189","167665","1075","0","6","1","0","0","","",""
"1295190","167665","1079","1.2","6","1","0.9","1.7","","",""
"1295191","167665","1089","1.15","12","1","0.43","2.16","","",""
"1295192","167665","1090","13","12","1","10","17","","",""
"1295193","167665","1091","57","12","1","39","76","","",""
"1295194","167665","1093","528","12","1","323","740","","",""
"1295195","167665","1098","0.065","12","1","0.049","0.104","","",""
"1295196","167665","1101","0.39","12","1","0.327","0.477","","",""
"1295197","167665","1104","100","0","","","","","",""
"1295198","167665","1105","1","2","1","1","1","","",""
"1295199","167665","1106","6","0","","","","","",""
"1295200","167665","1107","54","6","1","24","111","","",""
"1295201","167665","1108","8","6","1","0","31","","",""
"1295202","167665","1253","0","6","1","0","2","","",""
"1295203","167665","1257","0.07","0","49","","","","",""
"1295204","167665","1258","1.005","0","49","","","","",""
"1295205","167665","1261","0","12","1","0","0","","",""
"1295206","167665","1263","0.003","12","1","0","0.024","","",""
"1295207","167665","1264","0.017","12","1","0","0.038","","",""
"1295208","167665","1272","0","12","1","0","0","","",""
"1295209","167665","1273","0.013","12","1","0","0.021","","",""
"1295210","167665","1274","0","12","1","0","0","","",""
"1295211","167665","1275","0.012","12","","0","0.044","","",""
"1295212","167665","1278","0","12","1","0","0","","",""
"1295213","167665","1280","0","12","1","0","0","","",""
"1295214","167665","1300","0.004","12","1","0","0.009","","",""
"1295215","167665","1301","0.007","12","1","0","0.009","","",""
"1295216","167665","1303","0","12","1","0","0","","",""
"1295217","167665","1312","0","12","1","0","0","","",""
"1295218","167665","1315","1.419","12","1","0.996","2.934","","",""
"1295219","167665","1316","2.052","12","1","0.98","2.984","","",""
"1295220","167665","1317","0","12","1","0","0","","",""
"1295221","167665","1323","0.002","12","1","0","0.006","","",""
"1295222","167665","1329","0.058","0","49","","","","",""
"1295223","167665","1333","0","12","1","0","0","","",""
"1295224","167665","1404","0.238","12","1","0.082","0.376","","",""
"1295225","167665","1405","0","12","1","0","0","","",""
"1295226","167665","1409","0","12","1","0","0","","",""
"1295227","167665","1411","0","12","1","0","0","","",""
"1295228","167665","1120","0","6","1","0","0","","",""
"1295229","167665","1122","452","6","1","194","1092","","",""
"1295230","167665","1127","0.82","6","1","0.42","1.31","","",""
"1295231","167665","1130","0.16","6","1","0.09","0.23","","",""
"1295232","167665","1131","0","6","1","0","0","","",""
"1295233","167665","1162","0.1","6","1","0","0.4","","",""
"1295234","167665","1165","0.183","6","1","0.09","0.3","","",""
"1295235","167665","1166","0.074","6","1","0.065","0.086","","",""
"1295236","167665","1177","50","6","1","29","66","","",""
"1295237","167665","1178","0.08","6","1","0.06","0.11","","",""
"1295238","167665","1184","0.8","2","1","0.2","1.4","","",""
"1295239","167665","1185","13","2","1","12.3","13.8","","",""
"1295240","167665","1210","0.044","0","1","","","","",""
"1295241","167665","1211","0.098","0","1","","","","",""
"1295242","167665","1215","0.071","0","1","","","","",""
"1295243","167665","1217","0.153","0","1","","","","",""
"1295244","167665","1218","0.104","0","1","","","","",""
"1295245","167665","1222","0.169","0","1","","","","",""
"1295246","167665","1224","0.607","0","1","","","","",""
"1295247","167665","1225","0.142","0","1","","","","",""
"1295248","167665","1226","0.141","0","1","","","","",""
"1295249","167665","1228","0","2","1","0","0","","",""
"1295250","167665","1004","5.29","12","1","3.83","6.84","","",""
"1295251","167665","1005","31.16","0","49","","","","",""
"1295252","167665","1008","185","0","49","","","","",""
"1295253","167665","1010","0.38","6","1","0.18","0.82","","",""
"1295254","167665","1011","0.5","6","1","0.33","0.8","","",""
"1295255","167665","1014","0","6","1","0","0","","",""
"1295256","167665","1051","58.54","12","1","53.87","64.71","","",""
"1295257","167665","1123","66","6","1","18","104","","",""
"1295258","167665","1125","0.04","6","1","0","0.07","","",""
"1295259","167665","1126","2.57","6","1","1.44","3.74","","",""
"1295260","167665","1128","0.08","6","1","0","0.2","","",""
"1295261","167665","1129","0","6","1","0","0","","",""
"1295262","167665","1167","2.378","6","1","1.32","3.86","","",""
"1295263","167665","1170","0.415","4","1","0.31","0.51","","",""
"1295264","167665","1259","0.001","12","1","0","0.008","","",""
"1295265","167665","1260","0","12","1","0","0","","",""
"1295266","167665","1262","0.005","12","1","0","0.023","","",""
"1295267","167665","1265","0.662","12","1","0.523","1.138","","",""
"1295268","167665","1266","0.275","12","1","0.142","0.355","","",""
"1295269","167665","1267","0.017","12","1","0","0.027","","",""
"1295270","167665","1268","1.477","12","","0.996","3.007","","",""
"1295271","167665","1269","2.066","12","","0.991","3","","",""
"1295272","167665","1270","0.249","12","","0.093","0.394","","",""
"1295273","167665","1271","0.001","12","1","0","0.005","","",""
"1295274","167665","1276","0","12","1","0","0","","",""
"1295275","167665","1277","0.02","12","1","0","0.045","","",""
"1295276","167665","1279","0","12","","0","0","","",""
"1295277","167665","1292","1.511","0","49","","","","",""
"1295278","167665","1293","2.317","0","49","","","","",""
"1295279","167665","1299","0.002","12","1","0","0.004","","",""
"1295280","167665","1304","0.058","12","1","0","0.284","","",""
"1295281","167665","1305","0","12","1","0","0","","",""
"1295282","167665","1306","0.012","12","1","0","0.041","","",""
"1295283","167665","1311","0.002","12","1","0","0.004","","",""
"1295284","167665","1313","0.002","12","1","0","0.011","","",""
"1295285","167665","1314","0.012","12","1","0","0.044","","",""
"1295286","167665","1321","0.011","12","1","0","0.018","","",""
"1295287","167665","1325","0","12","","0","0","","",""
"1295288","167665","1331","0.012","0","49","","","","",""
"1295289","167665","1406","0","12","1","0","0","","",""
"1295290","167665","2000","1.3","6","1","0.91","1.68","","",""
"1295291","167665","1087","20","12","1","5","41","","",""
"1295292","167665","1092","116","12","1","77","134","","",""
"1295293","167665","1095","0.48","12","1","0.35","0.63","","",""
"1295294","167665","1103","7.4","6","1","4.7","9.3","","",""
"1295295","167665","1109","0.6","6","1","0.31","0.86","","",""
"1295296","167665","1180","9.1","0","","","","","",""
"1295297","167665","1183","0","2","1","0","0","","",""
"1295298","167665","1198","19.9","1","1","","","","",""
"1295299","167665","1212","0.109","0","1","","","","",""
"1295300","167665","1213","0.24","0","1","","","","",""
"1295301","167665","1214","0.131","0","1","","","","",""
"1295302","167665","1216","0.066","0","1","","","","",""
"1295303","167665","1219","0.137","0","1","","","","",""
"1295304","167665","1220","0.263","0","1","","","","",""
"1295305","167665","1221","0.071","0","1","","","","",""
"1295306","167665","1223","0.267","0","1","","","","",""
"1295307","167665","1227","0.153","0","1","","","","",""
"1295308","167665","1175","0.082","0","39","","","","",""
"1295309","167665","1057","0","0","39","","","","",""
"1295310","167665","1058","0","0","39","","","","",""
"1295311","167665","1242","0","0","39","","","","",""
"1295312","167665","1186","46","0","39","","","","",""
"1295313","167665","1190","82","0","49","","","","",""
"1295314","167665","1110","0","0","39","","","","",""
"1295315","167665","1018","0","0","39","","","","",""
"1295316","167665","1114","0","0","39","","","","",""
"1295317","167665","1246","0","0","39","","","","",""
"1295318","167665","1187","4","0","49","","","","",""
"1295319","167666","2000","0.78","6","1","0.57","0.94","","",""
"1295320","167666","1087","57","12","1","39","87","","",""
"1295321","167666","1092","402","12","1","317","444","","",""
"1295322","167666","1095","0.88","12","1","0.67","1.01","","",""
"1295323","167666","1103","8.4","6","1","5.4","12","","",""
"1295324","167666","1109","0.45","6","1","0.1","1.29","","",""
"1295325","167666","1125","0.04","6","1","0","0.18","","",""
"1295326","167666","1126","3.68","6","1","1.3","9.79","","",""
"1295327","167666","1128","0.01","6","1","0","0.05","","",""
"1295328","167666","1129","0","6","1","0","0","","",""
"1295329","167666","1167","0.488","6","1","0.36","0.63","","",""
"1295330","167666","1170","0.29","4","1","0.27","0.33","","",""
"1295331","167666","1180","55.7","0","","","","","",""
"1295332","167666","1183","0.5","2","1","0","1","","",""
"1295333","167666","1004","6.77","12","1","3.14","16.84","","",""
"1295334","167666","1005","16.79","0","49","","","","",""
"1295335","167666","1008","156","0","49","","","","",""
"1295336","167666","1010","0.78","6","1","0.57","0.94","","",""
"1295337","167666","1011","0","6","1","0","0","","",""
"1295338","167666","1014","0","6","1","0","0","","",""
"1295339","167666","1051","67.57","12","1","60.27","73.51","","",""
"1295340","167666","1198","13.9","1","1","","","","",""
"1295341","167666","1212","0.272","0","1","","","","",""
"1295342","167666","1213","0.539","0","1","","","","",""
"1295343","167666","1214","0.533","0","1","","","","",""
"1295344","167666","1216","0.06","0","1","","","","",""
"1295345","167666","1219","0.289","0","1","","","","",""
"1295346","167666","1220","0.414","0","1","","","","",""
"1295347","167666","1221","0.196","0","1","","","","",""
"1295348","167666","1223","0.726","0","1","","","","",""
"1295349","167666","1227","0.387","0","1","","","","",""
"1295350","167666","1259","0.03","11","1","0.016","0.046","","",""
"1295351","167666","1305","0","11","1","0","0","","",""
"1295352","167666","1306","0.014","11","1","0.004","0.033","","",""
"1295353","167666","1311","0.007","11","1","0","0.015","","",""
"1295354","167666","1313","0.012","11","1","0","0.027","","",""
"1295355","167666","1314","0.05","11","1","0.006","0.095","","",""
"1295356","167666","1321","0.009","11","1","0","0.042","","",""
"1295357","167666","1325","0.003","11","","0","0.012","","",""
"1295358","167666","1331","0.014","0","49","","","","",""
"1295359","167666","1406","0.002","11","1","0","0.006","","",""
"1295360","167666","1260","0.019","11","1","0.007","0.033","","",""
"1295361","167666","1262","0.045","11","1","0.024","0.075","","",""
"1295362","167666","1265","1.038","11","1","0.393","1.93","","",""
"1295363","167666","1266","0.453","11","1","0.151","0.878","","",""
"1295364","167666","1267","0.017","11","1","0.008","0.058","","",""
"1295365","167666","1268","1.736","11","","0.734","3.944","","",""
"1295366","167666","1269","1.914","11","","0.588","7.42","","",""
"1295367","167666","1270","0.405","11","","0.212","1.151","","",""
"1295368","167666","1271","0.008","11","1","0.003","0.014","","",""
"1295369","167666","1276","0","11","1","0","0","","",""
"1295370","167666","1277","0.027","11","1","0.011","0.078","","",""
"1295371","167666","1279","0","11","","0","0","","",""
"1295372","167666","1292","1.834","0","49","","","","",""
"1295373","167666","1293","2.344","0","49","","","","",""
"1295374","167666","1299","0.014","11","1","0.007","0.022","","",""
"1295375","167666","1304","0.071","11","1","0.01","0.25","","",""
"1295376","167666","1062","651","0","49","","","","",""
"1295377","167666","1075","0","6","1","0","0","","",""
"1295378","167666","1079","8","6","1","7.3","9","","",""
"1295379","167666","1089","1.62","12","1","1.25","1.9","","",""
"1295380","167666","1090","44","12","1","37","48","","",""
"1295381","167666","1091","128","12","1","102","148","","",""
"1295382","167666","1093","376","12","1","309","521","","",""
"1295383","167666","1098","0.168","12","1","0.09","0.248","","",""
"1295384","167666","1101","0.367","12","1","0.285","0.457","","",""
"1295385","167666","1127","0.81","6","1","0.04","2.67","","",""
"1295386","167666","1130","0","6","1","0","0","","",""
"1295387","167666","1131","0","6","1","0","0","","",""
"1295388","167666","1162","0","6","1","0","0","","",""
"1295389","167666","1165","0.135","6","1","0.12","0.16","","",""
"1295390","167666","1166","0.111","6","1","0.095","0.13","","",""
"1295391","167666","1177","29","6","1","22","47","","",""
"1295392","167666","1178","0.08","6","1","0.05","0.1","","",""
"1295393","167666","1184","0","2","1","0","0","","",""
"1295394","167666","1185","13.3","2","1","2.1","24.5","","",""
"1295395","167666","1187","29","6","1","22","47","","",""
"1295396","167666","1210","0.071","0","1","","","","",""
"1295397","167666","1211","0.267","0","1","","","","",""
"1295398","167666","1215","0.082","0","1","","","","",""
"1295399","167666","1217","0.387","0","1","","","","",""
"1295400","167666","1218","0.169","0","1","","","","",""
"1295401","167666","1222","0.267","0","1","","","","",""
"1295402","167666","1224","0.971","0","1","","","","",""
"1295403","167666","1225","0.277","0","1","","","","",""
"1295404","167666","1226","0.255","0","1","","","","",""
"1295405","167666","1228","0","2","1","0","0","","",""
"1295406","167666","1253","5","6","1","4","6","","",""
"1295407","167666","1257","0.087","0","49","","","","",""
"1295408","167666","1258","1.84","0","49","","","","",""
"1295409","167666","1261","0.015","11","1","0.007","0.024","","",""
"1295410","167666","1263","0.038","11","1","0.017","0.067","","",""
"1295411","167666","1264","0.133","11","1","0.05","0.215","","",""
"1295412","167666","1272","0","11","1","0","0","","",""
"1295413","167666","1273","0.014","11","1","0.004","0.052","","",""
"1295414","167666","1274","0.01","11","1","0.004","0.015","","",""
"1295415","167666","1275","0.052","11","","0.006","0.099","","",""
"1295416","167666","1278","0","11","1","0","0","","",""
"1295417","167666","1280","0","11","1","0","0.002","","",""
"1295418","167666","1300","0.015","11","1","0.006","0.023","","",""
"1295419","167666","1301","0.008","11","1","0.004","0.022","","",""
"1295420","167666","1303","0.002","11","1","0","0.005","","",""
"1295421","167666","1312","0","11","1","0","0","","",""
"1295422","167666","1315","1.665","11","1","0.724","3.912","","",""
"1295423","167666","1316","1.893","11","1","0.562","7.372","","",""
"1295424","167666","1317","0","11","1","0","0","","",""
"1295425","167666","1323","0.008","11","1","0.003","0.012","","",""
"1295426","167666","1329","0.073","0","49","","","","",""
"1295427","167666","1333","0","11","1","0","0","","",""
"1295428","167666","1404","0.396","11","1","0.212","1.109","","",""
"1295429","167666","1405","0.001","11","1","0","0.006","","",""
"1295430","167666","1409","0","11","1","0","0","","",""
"1295431","167666","1411","0.001","11","1","0","0.004","","",""
"1295432","167666","1003","6.91","12","1","6","7.69","","",""
"1295433","167666","1007","1.96","12","1","1.75","2.49","","",""
"1295434","167666","1009","9.37","6","1","8.1","10.1","","",""
"1295435","167666","1012","0","6","1","0","0","","",""
"1295436","167666","1013","0","6","1","0","0","","",""
"1295437","167666","1105","11","2","1","2","20","","",""
"1295438","167666","1104","42","0","49","","","","",""
"1295439","167666","1246","0","0","39","","","","",""
"1295440","167666","1120","0","0","39","","","","",""
"1295441","167666","1122","0","0","39","","","","",""
"1295442","167666","1018","0","0","39","","","","",""
"1295443","167666","1106","11","0","49","","","","",""
"1295444","167666","1107","3","0","39","","","","",""
"1295445","167666","1108","0","0","39","","","","",""
"1295446","167666","1114","0","0","39","","","","",""
"1295447","167666","1186","0","0","39","","","","",""
"1295448","167666","1190","29","0","49","","","","",""
"1295449","167666","1175","0.098","0","39","","","","",""
"1295450","167666","1110","1","0","39","","","","",""
"1295451","167666","1123","0","0","39","","","","",""
"1295452","167666","1057","0","0","39","","","","",""
"1295453","167666","1058","0","0","39","","","","",""
"1295454","167666","1242","0","0","39","","","","",""
"1295455","167667","1003","8.28","4","1","6.31","12.44","","",""
"1295456","167667","1007","1.89","4","1","1.58","2.21","","",""
"1295457","167667","1009","19.8","4","1","17.1","21.6","","",""
"1295458","167667","1012","0.73","4","1","0.44","0.95","","",""
"1295459","167667","1013","0","4","1","0","0","","",""
"1295460","167667","1062","1045","0","49","","","","",""
"1295461","167667","1079","2.6","4","1","2","3.2","","",""
"1295462","167667","1089","1.41","4","1","0.96","2.1","","",""
"1295463","167667","1090","18","4","1","16","20","","",""
"1295464","167667","1091","85","4","1","64","110","","",""
"1295465","167667","1093","468","4","1","350","560","","",""
"1295466","167667","1098","0.148","4","1","0.148","0.148","","",""
"1295467","167667","1101","0.245","4","1","0.17","0.33","","",""
